Blob hydrophobicity  class,Hydrophobicity cutoff,total SNPs,Blob length,Enrichment ,p value
h,0.33,81,46,1.9,5.52E-05
h,0.33,54,47,1.76,3.80E-03
h,0.33,88,48,2.28,4.24E-08
h,0.33,30,49,0.65,2.01E-01
h,0.33,46,50,1.42,8.69E-02
h,0.33,47,51,1.62,2.34E-02
h,0.33,39,52,2.09,9.64E-04
h,0.33,45,53,1.25,2.82E-01
h,0.33,26,54,0.96,1.00E+00
h,0.33,32,55,1.31,2.54E-01
h,0.33,23,56,1.0,8.74E-01
h,0.33,24,57,2.61,6.36E-04
h,0.33,29,58,0.21,7.84E-05
h,0.33,16,59,2.87,2.05E-03
h,0.33,20,60,0.44,5.38E-02
h,0.33,36,61,3.39,1.59E-07
h,0.33,20,62,0.23,2.02E-03
h,0.33,13,63,0.24,2.27E-02
h,0.33,11,65,2.28,3.69E-02
h,0.33,10,66,1.96,1.37E-01
h,0.33,6,67,2.61,6.98E-02
h,0.33,5,68,0.33,3.85E-01
h,0.33,80,69,19.58,4.77E-68
h,0.33,14,70,2.35,1.67E-02
h,0.33,6,71,0.65,7.76E-01
h,0.33,3,72,0.65,1.00E+00
h,0.33,1,73,0.0,1.00E+00
h,0.33,4,74,0.44,7.35E-01
h,0.33,2,75,0.0,4.15E-01
h,0.33,1,76,0.0,1.00E+00
h,0.33,1,77,0.0,1.00E+00
h,0.33,15,78,2.61,6.12E-03
h,0.33,1,79,0.0,1.00E+00
h,0.33,1,80,0.0,1.00E+00
h,0.33,1,82,0.0,1.00E+00
h,0.33,65,83,19.9,4.30E-56
h,0.33,5,85,0.87,1.00E+00
h,0.33,2,87,0.0,4.15E-01
h,0.33,2,88,0.0,4.15E-01
h,0.33,2,90,0.0,4.15E-01
h,0.33,16,91,0.78,7.17E-01
h,0.33,4,94,1.31,6.69E-01
h,0.33,4,97,0.0,8.35E-02
h,0.33,1,100,0.0,1.00E+00
h,0.34,1121,1,0.79,3.31E-07
h,0.34,856,2,0.79,1.77E-05
h,0.34,4262,3,0.77,4.74E-28
h,0.34,3082,4,0.87,7.64E-07
h,0.34,3145,5,0.84,5.44E-11
h,0.34,3709,6,1.02,3.89E-01
h,0.34,3239,7,1.01,5.93E-01
h,0.34,2927,8,1.0,9.09E-01
h,0.34,2729,9,0.98,4.52E-01
h,0.34,2556,10,1.15,2.07E-06
h,0.34,2210,11,1.09,8.29E-03
h,0.34,1798,12,1.07,6.06E-02
h,0.34,1692,13,1.26,5.23E-11
h,0.34,1409,14,0.93,9.85E-02
h,0.34,1280,15,1.08,5.81E-02
h,0.34,984,16,1.08,9.66E-02
h,0.34,957,17,1.13,1.11E-02
h,0.34,926,18,1.27,1.05E-06
h,0.34,805,19,1.25,1.63E-05
h,0.34,721,20,1.42,7.92E-11
h,0.34,748,21,1.44,8.59E-12
h,0.34,634,22,1.41,3.18E-09
h,0.34,578,23,1.72,8.68E-20
h,0.34,492,24,1.11,1.22E-01
h,0.34,520,25,1.11,1.08E-01
h,0.34,505,26,1.45,8.33E-09
h,0.34,417,27,1.54,9.57E-10
h,0.34,442,28,1.19,1.28E-02
h,0.34,430,29,1.54,4.83E-10
h,0.34,417,30,1.26,1.24E-03
h,0.34,350,31,1.18,3.85E-02
h,0.34,277,32,1.15,1.08E-01
h,0.34,201,33,1.37,2.14E-03
h,0.34,184,34,0.96,7.81E-01
h,0.34,164,35,1.63,1.63E-05
h,0.34,173,36,1.26,3.78E-02
h,0.34,135,37,1.54,6.03E-04
h,0.34,116,38,1.45,5.42E-03
h,0.34,98,39,2.35,2.73E-09
h,0.34,79,40,0.84,4.08E-01
h,0.34,56,41,1.22,2.88E-01
h,0.34,52,42,0.96,1.00E+00
h,0.34,37,43,1.24,3.56E-01
h,0.34,70,44,3.26,1.89E-12
h,0.34,25,45,0.87,7.69E-01
h,0.34,75,46,1.75,7.57E-04
h,0.34,64,47,1.58,1.04E-02
h,0.34,71,48,2.72,1.78E-09
h,0.34,27,49,0.37,8.18E-03
h,0.34,39,50,1.52,5.83E-02
h,0.34,49,51,1.06,7.41E-01
h,0.34,30,52,1.96,7.58E-03
h,0.34,41,53,1.51,6.42E-02
h,0.34,26,54,1.31,3.37E-01
h,0.34,23,55,1.2,5.07E-01
h,0.34,18,56,1.63,1.50E-01
h,0.34,18,57,6.53,2.36E-08
h,0.34,24,58,0.34,8.06E-03
h,0.34,16,59,2.87,2.05E-03
h,0.34,15,60,1.49,2.71E-01
h,0.34,36,61,2.61,3.40E-05
h,0.34,10,62,0.15,1.94E-02
h,0.34,14,63,0.22,1.19E-02
h,0.34,11,64,13.05,9.59E-09
h,0.34,9,65,10.44,1.49E-06
h,0.34,2,66,1.31,5.35E-01
h,0.34,60,68,18.27,1.15E-49
h,0.34,30,69,18.27,1.15E-25
h,0.34,7,70,0.22,1.01E-01
h,0.34,6,71,0.65,7.76E-01
h,0.34,3,73,0.65,1.00E+00
h,0.34,2,74,1.31,5.35E-01
h,0.34,2,75,0.0,4.15E-01
h,0.34,1,76,0.0,1.00E+00
h,0.34,11,78,5.87,3.27E-05
h,0.34,1,79,0.0,1.00E+00
h,0.34,1,80,0.0,1.00E+00
h,0.34,44,81,56.12,8.11E-59
h,0.34,1,82,0.0,1.00E+00
h,0.34,21,83,7.83,5.70E-11
h,0.34,2,85,0.0,4.15E-01
h,0.34,1,86,0.0,1.00E+00
h,0.34,1,87,0.0,1.00E+00
h,0.34,1,88,0.0,1.00E+00
h,0.34,2,90,0.0,4.15E-01
h,0.34,16,91,0.78,7.17E-01
h,0.34,4,94,1.31,6.69E-01
h,0.34,1,100,0.0,1.00E+00
h,0.35,1127,1,0.79,2.83E-07
h,0.35,898,2,0.83,2.32E-04
h,0.35,4298,3,0.77,1.97E-30
h,0.35,3134,4,0.87,1.32E-07
h,0.35,3177,5,0.84,3.31E-10
h,0.35,3723,6,1.03,2.07E-01
h,0.35,3232,7,1.0,1.00E+00
h,0.35,2916,8,0.99,8.19E-01
h,0.35,2749,9,0.99,7.91E-01
h,0.35,2531,10,1.14,4.41E-06
h,0.35,2198,11,1.12,4.86E-04
h,0.35,1781,12,1.06,1.13E-01
h,0.35,1649,13,1.27,3.67E-11
h,0.35,1377,14,0.96,3.78E-01
h,0.35,1257,15,1.11,1.50E-02
h,0.35,980,16,1.09,8.18E-02
h,0.35,958,17,1.14,5.55E-03
h,0.35,908,18,1.3,6.92E-08
h,0.35,790,19,1.29,1.50E-06
h,0.35,717,20,1.45,1.03E-11
h,0.35,711,21,1.42,1.75E-10
h,0.35,609,22,1.45,3.98E-10
h,0.35,567,23,1.77,5.02E-21
h,0.35,496,24,1.19,7.52E-03
h,0.35,507,25,1.1,1.46E-01
h,0.35,517,26,1.52,5.88E-11
h,0.35,413,27,1.67,4.62E-13
h,0.35,439,28,1.19,1.55E-02
h,0.35,449,29,1.62,1.05E-12
h,0.35,381,30,1.18,2.86E-02
h,0.35,340,31,1.19,3.17E-02
h,0.35,264,32,1.09,3.40E-01
h,0.35,191,33,1.32,8.22E-03
h,0.35,193,34,1.27,2.41E-02
h,0.35,136,35,1.06,6.43E-01
h,0.35,156,36,1.27,3.92E-02
h,0.35,125,37,1.89,5.32E-07
h,0.35,110,38,1.4,1.45E-02
h,0.35,94,39,2.2,6.23E-08
h,0.35,75,40,0.87,4.96E-01
h,0.35,55,41,1.35,1.22E-01
h,0.35,51,42,0.91,7.55E-01
h,0.35,35,43,1.38,1.64E-01
h,0.35,66,44,3.23,1.20E-11
h,0.35,26,45,1.31,3.37E-01
h,0.35,76,46,1.7,1.31E-03
h,0.35,67,47,1.82,7.06E-04
h,0.35,68,48,3.13,2.01E-11
h,0.35,22,49,0.13,5.57E-05
h,0.35,39,50,1.52,5.83E-02
h,0.35,49,51,1.06,7.41E-01
h,0.35,39,52,2.09,9.64E-04
h,0.35,29,53,1.06,7.74E-01
h,0.35,61,54,4.0,1.45E-14
h,0.35,23,55,1.2,5.07E-01
h,0.35,18,56,1.63,1.50E-01
h,0.35,18,57,6.53,2.36E-08
h,0.35,22,58,0.38,2.49E-02
h,0.35,16,59,2.87,2.05E-03
h,0.35,15,60,1.49,2.71E-01
h,0.35,36,61,2.61,3.40E-05
h,0.35,11,62,0.13,9.67E-03
h,0.35,10,63,0.33,1.05E-01
h,0.35,11,64,13.05,9.59E-09
h,0.35,9,65,10.44,1.49E-06
h,0.35,2,66,1.31,5.35E-01
h,0.35,50,68,20.45,3.86E-44
h,0.35,32,69,9.14,7.06E-18
h,0.35,6,70,0.26,1.99E-01
h,0.35,6,71,0.65,7.76E-01
h,0.35,3,73,0.65,1.00E+00
h,0.35,2,74,1.31,5.35E-01
h,0.35,2,75,0.0,4.15E-01
h,0.35,1,76,0.0,1.00E+00
h,0.35,11,78,5.87,3.27E-05
h,0.35,1,79,0.0,1.00E+00
h,0.35,1,80,0.0,1.00E+00
h,0.35,1,82,0.0,1.00E+00
h,0.35,18,83,10.44,1.05E-11
h,0.35,2,85,0.0,4.15E-01
h,0.35,1,87,0.0,1.00E+00
h,0.35,1,90,0.0,1.00E+00
h,0.35,16,91,0.78,7.17E-01
h,0.35,3,92,2.61,1.79E-01
h,0.35,1,94,0.0,1.00E+00
h,0.36,1278,1,0.81,7.39E-07
h,0.36,983,2,0.82,8.15E-05
h,0.36,4287,3,0.76,5.44E-32
h,0.36,3224,4,0.86,3.92E-08
h,0.36,3209,5,0.85,3.48E-09
h,0.36,3688,6,1.02,3.40E-01
h,0.36,3253,7,0.97,3.16E-01
h,0.36,2824,8,1.0,1.00E+00
h,0.36,2710,9,1.02,4.83E-01
h,0.36,2500,10,1.16,4.85E-07
h,0.36,2083,11,1.08,1.54E-02
h,0.36,1643,12,1.11,3.61E-03
h,0.36,1610,13,1.3,6.91E-13
h,0.36,1318,14,0.95,1.96E-01
h,0.36,1200,15,1.15,1.11E-03
h,0.36,973,16,1.08,9.98E-02
h,0.36,920,17,1.21,7.81E-05
h,0.36,828,18,1.26,5.64E-06
h,0.36,798,19,1.42,8.53E-12
h,0.36,663,20,1.44,9.18E-11
h,0.36,709,21,1.4,7.46E-10
h,0.36,542,22,1.47,7.46E-10
h,0.36,536,23,1.57,3.60E-13
h,0.36,500,24,1.43,5.77E-08
h,0.36,466,25,0.98,8.33E-01
h,0.36,452,26,1.46,2.29E-08
h,0.36,393,27,1.98,1.96E-21
h,0.36,442,28,1.15,4.75E-02
h,0.36,445,29,1.67,4.49E-14
h,0.36,354,30,1.14,9.55E-02
h,0.36,321,31,1.36,1.45E-04
h,0.36,255,32,1.02,8.11E-01
h,0.36,171,33,1.26,3.69E-02
h,0.36,161,34,1.03,7.63E-01
h,0.36,134,35,1.16,2.48E-01
h,0.36,141,36,1.48,1.16E-03
h,0.36,125,37,1.51,1.53E-03
h,0.36,123,38,1.67,8.91E-05
h,0.36,82,39,2.04,6.19E-06
h,0.36,67,40,0.94,8.54E-01
h,0.36,58,41,1.31,1.66E-01
h,0.36,32,42,0.51,4.13E-02
h,0.36,35,43,1.38,1.64E-01
h,0.36,67,44,3.3,3.61E-12
h,0.36,34,45,1.16,5.00E-01
h,0.36,58,46,1.99,1.92E-04
h,0.36,56,47,2.35,4.92E-06
h,0.36,67,48,2.67,9.92E-09
h,0.36,24,49,0.26,1.25E-03
h,0.36,44,50,2.07,6.81E-04
h,0.36,25,51,0.51,7.76E-02
h,0.36,35,52,2.85,8.67E-06
h,0.36,34,53,1.86,8.72E-03
h,0.36,60,54,4.29,1.28E-15
h,0.36,13,55,0.58,3.42E-01
h,0.36,18,56,1.63,1.50E-01
h,0.36,19,57,6.96,3.36E-09
h,0.36,25,58,0.61,2.09E-01
h,0.36,11,59,3.48,2.58E-03
h,0.36,15,60,1.49,2.71E-01
h,0.36,33,61,2.61,7.03E-05
h,0.36,10,62,0.15,1.94E-02
h,0.36,9,63,0.37,1.92E-01
h,0.36,11,64,13.05,9.59E-09
h,0.36,9,65,10.44,1.49E-06
h,0.36,1,66,0.0,1.00E+00
h,0.36,5,67,5.22,7.84E-03
h,0.36,49,68,30.67,4.32E-52
h,0.36,33,69,7.31,1.75E-15
h,0.36,4,70,0.44,7.35E-01
h,0.36,6,71,0.65,7.76E-01
h,0.36,3,73,0.65,1.00E+00
h,0.36,2,74,1.31,5.35E-01
h,0.36,1,75,0.0,1.00E+00
h,0.36,1,76,0.0,1.00E+00
h,0.36,11,78,5.87,3.27E-05
h,0.36,1,79,0.0,1.00E+00
h,0.36,1,81,0.0,1.00E+00
h,0.36,1,82,0.0,1.00E+00
h,0.36,18,83,10.44,1.05E-11
h,0.36,1,84,0.0,1.00E+00
h,0.36,3,85,0.0,1.84E-01
h,0.36,15,88,0.87,1.00E+00
h,0.36,3,92,2.61,1.79E-01
h,0.36,1,94,0.0,1.00E+00
h,0.37,1459,1,0.82,4.77E-07
h,0.37,1141,2,0.8,1.63E-06
h,0.37,4290,3,0.78,2.49E-27
h,0.37,3401,4,0.87,2.44E-07
h,0.37,3306,5,0.88,5.11E-07
h,0.37,3667,6,1.01,5.79E-01
h,0.37,3165,7,0.99,8.58E-01
h,0.37,2813,8,1.03,2.22E-01
h,0.37,2534,9,1.05,7.40E-02
h,0.37,2352,10,1.18,7.37E-08
h,0.37,1974,11,1.1,5.81E-03
h,0.37,1541,12,1.08,4.68E-02
h,0.37,1507,13,1.29,8.99E-12
h,0.37,1233,14,0.94,1.32E-01
h,0.37,1101,15,1.27,9.63E-08
h,0.37,913,16,1.07,1.74E-01
h,0.37,856,17,1.34,7.04E-09
h,0.37,743,18,1.21,5.03E-04
h,0.37,699,19,1.24,9.02E-05
h,0.37,581,20,1.36,2.68E-07
h,0.37,608,21,1.48,3.07E-11
h,0.37,504,22,1.46,6.19E-09
h,0.37,523,23,1.49,3.08E-10
h,0.37,478,24,1.32,4.27E-05
h,0.37,443,25,1.03,7.16E-01
h,0.37,373,26,1.35,5.65E-05
h,0.37,364,27,1.51,7.02E-08
h,0.37,393,28,1.59,1.60E-10
h,0.37,395,29,1.54,2.84E-09
h,0.37,313,30,1.23,1.15E-02
h,0.37,294,31,1.15,9.87E-02
h,0.37,224,32,1.4,5.08E-04
h,0.37,148,33,1.34,1.32E-02
h,0.37,142,34,1.04,7.47E-01
h,0.37,113,35,0.93,6.73E-01
h,0.37,97,36,1.51,4.75E-03
h,0.37,103,37,1.38,2.31E-02
h,0.37,92,38,1.62,1.21E-03
h,0.37,73,39,1.77,6.25E-04
h,0.37,64,40,1.23,2.72E-01
h,0.37,47,41,1.15,4.92E-01
h,0.37,29,42,0.8,5.88E-01
h,0.37,33,43,1.23,4.03E-01
h,0.37,61,44,3.38,1.29E-11
h,0.37,29,45,1.06,7.74E-01
h,0.37,66,46,2.61,2.68E-08
h,0.37,25,47,1.66,8.02E-02
h,0.37,69,48,2.61,1.32E-08
h,0.37,23,49,1.0,8.74E-01
h,0.37,36,50,1.63,4.30E-02
h,0.37,27,51,0.9,8.86E-01
h,0.37,32,52,3.92,3.65E-08
h,0.37,74,53,5.13,3.23E-23
h,0.37,17,54,1.16,5.68E-01
h,0.37,18,55,1.04,8.55E-01
h,0.37,9,56,0.37,1.92E-01
h,0.37,17,57,6.09,1.56E-07
h,0.37,23,58,0.7,3.75E-01
h,0.37,12,59,2.61,1.34E-02
h,0.37,6,60,2.61,6.98E-02
h,0.37,23,61,3.7,6.91E-06
h,0.37,10,62,0.15,1.94E-02
h,0.37,3,63,2.61,1.79E-01
h,0.37,9,65,10.44,1.49E-06
h,0.37,1,66,0.0,1.00E+00
h,0.37,9,67,10.44,1.49E-06
h,0.37,62,68,39.15,3.35E-72
h,0.37,17,69,6.09,1.56E-07
h,0.37,1,70,0.0,1.00E+00
h,0.37,3,71,0.0,1.84E-01
h,0.37,1,73,0.0,1.00E+00
h,0.37,10,75,11.75,1.26E-07
h,0.37,11,76,5.87,3.27E-05
h,0.37,1,79,0.0,1.00E+00
h,0.37,1,81,0.0,1.00E+00
h,0.37,2,83,0.0,4.15E-01
h,0.37,1,84,0.0,1.00E+00
h,0.37,2,85,0.0,4.15E-01
h,0.37,15,88,0.87,1.00E+00
h,0.37,3,92,2.61,1.79E-01
h,0.38,1583,1,0.84,9.83E-06
h,0.38,1416,2,0.79,1.82E-08
h,0.38,4425,3,0.76,2.86E-34
h,0.38,3652,4,0.91,1.95E-04
h,0.38,3424,5,0.87,1.25E-07
h,0.38,3618,6,1.02,3.97E-01
h,0.38,3063,7,1.07,1.23E-02
h,0.38,2768,8,1.11,1.01E-04
h,0.38,2399,9,1.05,1.43E-01
h,0.38,2277,10,1.2,1.26E-09
h,0.38,1759,11,1.18,2.61E-06
h,0.38,1401,12,1.19,1.03E-05
h,0.38,1312,13,1.24,1.80E-07
h,0.38,1065,14,1.1,2.92E-02
h,0.38,918,15,1.28,4.48E-07
h,0.38,811,16,1.12,3.43E-02
h,0.38,712,17,1.16,7.77E-03
h,0.38,688,18,1.2,1.46E-03
h,0.38,539,19,1.34,3.39E-06
h,0.38,538,20,1.45,3.58E-09
h,0.38,601,21,1.61,6.57E-16
h,0.38,438,22,1.57,8.94E-11
h,0.38,456,23,1.28,2.83E-04
h,0.38,399,24,1.34,7.33E-05
h,0.38,388,25,1.03,6.97E-01
h,0.38,356,26,1.56,5.67E-09
h,0.38,331,27,1.76,9.39E-13
h,0.38,372,28,1.75,6.45E-14
h,0.38,328,29,1.42,1.35E-05
h,0.38,234,30,0.99,1.00E+00
h,0.38,254,31,1.13,1.85E-01
h,0.38,212,32,1.77,7.71E-09
h,0.38,119,33,1.24,1.07E-01
h,0.38,140,34,1.6,1.24E-04
h,0.38,102,35,1.47,7.97E-03
h,0.38,87,36,1.85,5.35E-05
h,0.38,78,37,1.98,2.02E-05
h,0.38,55,38,0.94,8.40E-01
h,0.38,42,39,2.61,8.03E-06
h,0.38,60,40,1.6,1.09E-02
h,0.38,38,41,0.95,1.00E+00
h,0.38,17,42,1.16,5.68E-01
h,0.38,16,43,0.3,2.44E-02
h,0.38,28,44,0.98,1.00E+00
h,0.38,18,45,0.83,8.62E-01
h,0.38,59,46,2.75,2.98E-08
h,0.38,10,47,1.31,4.43E-01
h,0.38,60,48,4.29,1.28E-15
h,0.38,17,49,0.91,1.00E+00
h,0.38,15,50,1.49,2.71E-01
h,0.38,18,51,1.04,8.55E-01
h,0.38,25,52,4.13,4.13E-07
h,0.38,62,53,8.81,3.41E-32
h,0.38,14,54,1.74,1.51E-01
h,0.38,17,55,0.71,4.93E-01
h,0.38,7,56,3.26,2.01E-02
h,0.38,13,57,7.18,6.77E-07
h,0.38,16,58,0.78,7.17E-01
h,0.38,11,59,0.75,8.27E-01
h,0.38,7,60,7.83,1.46E-04
h,0.38,20,61,11.75,7.94E-14
h,0.38,6,62,0.26,1.99E-01
h,0.38,1,63,0.0,1.00E+00
h,0.38,7,65,3.26,2.01E-02
h,0.38,1,66,0.0,1.00E+00
h,0.38,9,67,10.44,1.49E-06
h,0.38,61,68,78.3,6.17E-90
h,0.38,16,69,9.14,1.08E-09
h,0.38,15,70,0.65,4.67E-01
h,0.38,1,73,0.0,1.00E+00
h,0.38,10,75,11.75,1.26E-07
h,0.38,2,77,1.31,5.35E-01
h,0.38,1,79,0.0,1.00E+00
h,0.38,2,82,0.0,4.15E-01
h,0.38,1,84,0.0,1.00E+00
h,0.38,2,85,0.0,4.15E-01
h,0.39,1705,1,0.84,3.20E-06
h,0.39,1554,2,0.79,1.51E-09
h,0.39,4484,3,0.79,2.14E-25
h,0.39,3770,4,0.94,1.20E-02
h,0.39,3496,5,0.88,1.42E-06
h,0.39,3610,6,1.03,2.15E-01
h,0.39,3061,7,1.1,3.84E-04
h,0.39,2685,8,1.11,3.52E-04
h,0.39,2303,9,1.06,6.82E-02
h,0.39,2156,10,1.26,1.93E-13
h,0.39,1676,11,1.21,5.50E-08
h,0.39,1305,12,1.24,1.12E-07
h,0.39,1197,13,1.24,6.62E-07
h,0.39,967,14,1.2,1.34E-04
h,0.39,838,15,1.29,3.93E-07
h,0.39,797,16,1.23,9.19E-05
h,0.39,593,17,1.14,2.60E-02
h,0.39,663,18,1.34,2.25E-07
h,0.39,480,19,1.32,3.81E-05
h,0.39,482,20,1.34,1.34E-05
h,0.39,549,21,1.33,5.12E-06
h,0.39,392,22,1.39,8.44E-06
h,0.39,437,23,1.39,3.27E-06
h,0.39,355,24,1.44,2.85E-06
h,0.39,360,25,1.29,1.03E-03
h,0.39,274,26,1.29,4.65E-03
h,0.39,296,27,1.47,4.68E-06
h,0.39,331,28,1.94,3.43E-17
h,0.39,282,29,1.16,8.25E-02
h,0.39,184,30,1.05,6.50E-01
h,0.39,248,31,1.61,2.14E-07
h,0.39,167,32,1.68,3.31E-06
h,0.39,110,33,1.69,1.32E-04
h,0.39,83,34,0.95,8.69E-01
h,0.39,101,35,1.23,1.53E-01
h,0.39,75,36,1.49,1.53E-02
h,0.39,52,37,1.21,3.22E-01
h,0.39,50,38,1.53,3.13E-02
h,0.39,20,39,1.31,3.63E-01
h,0.39,46,40,1.55,3.31E-02
h,0.39,20,41,0.7,4.28E-01
h,0.39,14,42,0.98,1.00E+00
h,0.39,11,43,0.75,8.27E-01
h,0.39,42,44,1.58,3.47E-02
h,0.39,43,45,8.05,2.67E-21
h,0.39,47,46,2.78,5.04E-07
h,0.39,11,47,1.09,8.12E-01
h,0.39,21,48,1.44,2.05E-01
h,0.39,16,49,0.59,3.00E-01
h,0.39,14,50,2.35,1.67E-02
h,0.39,13,51,0.82,8.40E-01
h,0.39,18,52,3.39,1.82E-04
h,0.39,53,53,8.58,3.36E-27
h,0.39,12,54,1.31,4.77E-01
h,0.39,23,55,3.7,6.91E-06
h,0.39,7,56,3.26,2.01E-02
h,0.39,1,57,0.0,1.00E+00
h,0.39,11,58,1.57,2.94E-01
h,0.39,17,61,20.88,3.27E-16
h,0.39,3,62,0.0,1.84E-01
h,0.39,50,63,63.95,1.61E-69
h,0.39,8,65,3.92,4.93E-03
h,0.39,1,67,0.0,1.00E+00
h,0.39,1,68,0.0,1.00E+00
h,0.39,2,69,0.0,4.15E-01
h,0.39,1,70,0.0,1.00E+00
h,0.39,10,75,11.75,1.26E-07
h,0.39,2,77,1.31,5.35E-01
h,0.39,1,79,0.0,1.00E+00
h,0.39,1,83,0.0,1.00E+00
h,0.39,2,85,0.0,4.15E-01
h,0.4,1769,1,0.88,6.60E-04
h,0.4,1696,2,0.79,1.29E-10
h,0.4,4679,3,0.81,1.19E-21
h,0.4,3865,4,0.95,3.56E-02
h,0.4,3477,5,0.92,5.83E-04
h,0.4,3627,6,1.06,1.59E-02
h,0.4,2983,7,1.11,1.26E-04
h,0.4,2543,8,1.07,1.72E-02
h,0.4,2197,9,1.1,3.49E-03
h,0.4,1969,10,1.23,2.71E-10
h,0.4,1541,11,1.23,3.96E-08
h,0.4,1227,12,1.24,1.78E-07
h,0.4,1041,13,1.31,2.09E-09
h,0.4,885,14,1.38,4.76E-11
h,0.4,756,15,1.31,5.85E-07
h,0.4,732,16,1.16,5.55E-03
h,0.4,596,17,1.52,1.46E-12
h,0.4,554,18,1.3,3.11E-05
h,0.4,435,19,1.26,9.06E-04
h,0.4,463,20,1.39,1.10E-06
h,0.4,463,21,1.15,4.06E-02
h,0.4,348,22,1.43,4.45E-06
h,0.4,406,23,1.45,2.20E-07
h,0.4,318,24,1.66,3.53E-10
h,0.4,322,25,1.42,1.38E-05
h,0.4,285,26,1.53,6.67E-07
h,0.4,248,27,1.61,2.14E-07
h,0.4,290,28,1.93,5.76E-15
h,0.4,269,29,1.12,2.16E-01
h,0.4,177,30,0.76,2.30E-02
h,0.4,199,31,1.46,2.43E-04
h,0.4,129,32,2.28,5.25E-11
h,0.4,92,33,2.13,3.22E-07
h,0.4,61,34,0.69,8.54E-02
h,0.4,79,35,1.21,2.45E-01
h,0.4,63,36,2.12,2.10E-05
h,0.4,42,37,1.19,3.94E-01
h,0.4,18,38,0.16,8.38E-04
h,0.4,25,39,1.66,8.02E-02
h,0.4,43,40,2.0,1.21E-03
h,0.4,15,41,0.65,4.67E-01
h,0.4,10,42,0.56,5.10E-01
h,0.4,9,43,1.04,7.97E-01
h,0.4,38,44,2.0,2.60E-03
h,0.4,56,45,6.82,1.16E-23
h,0.4,48,46,3.51,5.44E-10
h,0.4,16,47,2.18,2.95E-02
h,0.4,17,48,1.16,5.68E-01
h,0.4,9,49,0.0,1.83E-03
h,0.4,14,50,3.26,1.29E-03
h,0.4,10,51,0.15,1.94E-02
h,0.4,8,52,3.92,4.93E-03
h,0.4,51,53,12.01,2.84E-33
h,0.4,7,54,0.0,8.31E-03
h,0.4,4,55,0.44,7.35E-01
h,0.4,2,56,0.0,4.15E-01
h,0.4,9,58,1.63,2.42E-01
h,0.4,17,61,20.88,3.27E-16
h,0.4,3,62,0.0,1.84E-01
h,0.4,50,63,63.95,1.61E-69
h,0.4,2,64,1.31,5.35E-01
h,0.4,8,65,3.92,4.93E-03
h,0.4,1,67,0.0,1.00E+00
h,0.4,1,68,0.0,1.00E+00
h,0.4,2,69,0.0,4.15E-01
h,0.4,1,70,0.0,1.00E+00
h,0.4,1,73,0.0,1.00E+00
h,0.4,1,83,0.0,1.00E+00
h,0.4,2,85,0.0,4.15E-01
h,0.41,1932,1,0.88,1.86E-04
h,0.41,1923,2,0.75,3.86E-16
h,0.41,4944,3,0.85,4.58E-15
h,0.41,3894,4,0.99,5.41E-01
h,0.41,3563,5,0.96,1.50E-01
h,0.41,3562,6,1.12,1.43E-06
h,0.41,2832,7,1.12,3.80E-05
h,0.41,2242,8,1.06,5.34E-02
h,0.41,1979,9,1.19,1.33E-07
h,0.41,1709,10,1.23,5.63E-09
h,0.41,1261,11,1.4,1.48E-16
h,0.41,1060,12,1.42,2.59E-15
h,0.41,812,13,1.27,2.88E-06
h,0.41,753,14,1.49,7.06E-14
h,0.41,650,15,1.38,1.86E-08
h,0.41,644,16,1.22,6.78E-04
h,0.41,476,17,1.31,6.96E-05
h,0.41,457,18,1.48,7.68E-09
h,0.41,391,19,1.35,4.17E-05
h,0.41,366,20,1.38,2.51E-05
h,0.41,348,21,1.09,2.99E-01
h,0.41,273,22,1.48,8.07E-06
h,0.41,364,23,1.95,5.13E-19
h,0.41,284,24,1.81,2.98E-12
h,0.41,273,25,1.71,5.60E-10
h,0.41,274,26,1.98,3.35E-15
h,0.41,212,27,1.23,3.71E-02
h,0.41,241,28,2.4,1.43E-21
h,0.41,169,29,1.07,5.53E-01
h,0.41,96,30,0.51,1.42E-04
h,0.41,151,31,1.36,9.38E-03
h,0.41,101,32,2.26,8.12E-09
h,0.41,73,33,1.87,1.51E-04
h,0.41,42,34,0.36,4.35E-04
h,0.41,97,35,3.38,1.48E-17
h,0.41,31,36,1.58,6.46E-02
h,0.41,56,37,5.34,9.98E-19
h,0.41,15,38,0.65,4.67E-01
h,0.41,35,39,3.26,5.47E-07
h,0.41,17,40,4.24,2.01E-05
h,0.41,9,41,0.65,6.40E-01
h,0.41,9,42,10.44,1.49E-06
h,0.41,9,43,0.37,1.92E-01
h,0.41,30,44,1.71,3.68E-02
h,0.41,4,45,1.31,6.69E-01
h,0.41,9,46,1.04,7.97E-01
h,0.41,16,47,5.66,9.61E-07
h,0.41,3,48,0.65,1.00E+00
h,0.41,2,49,0.0,4.15E-01
h,0.41,11,50,5.87,3.27E-05
h,0.41,9,52,10.44,1.49E-06
h,0.41,2,53,0.0,4.15E-01
h,0.41,1,54,0.0,1.00E+00
h,0.41,3,55,0.0,1.84E-01
h,0.41,1,56,0.0,1.00E+00
h,0.41,2,60,0.0,4.15E-01
h,0.41,2,61,0.0,4.15E-01
h,0.41,2,64,1.31,5.35E-01
h,0.41,1,65,0.0,1.00E+00
h,0.41,1,66,0.0,1.00E+00
h,0.41,1,73,0.0,1.00E+00
